Layer,Layer_Description,City,Country,Latitude,Longitude,Date,Moisture_Percent,Status,Description,Recommendation,Current_Percent,Average_Percent,Min_Percent,Max_Percent
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-06,24.31,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-06,24.31,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-06,24.32,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.32,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.33,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.31,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.3,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.26,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.25,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.16,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-07,24.18,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.18,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.18,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.11,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.1,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.08,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.07,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.07,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-08,24.09,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.09,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.1,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.11,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.09,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.06,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.05,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.06,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-09,24.06,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.07,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.08,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.1,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.09,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.05,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.03,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.04,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-10,24.05,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.06,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.07,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.07,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.06,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.02,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.0,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.0,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-11,24.01,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,24.02,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,24.03,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,24.03,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,24.02,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,23.92,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-12,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.99,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-13,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.96,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.93,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-14,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.96,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.96,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.96,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.93,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-15,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.96,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.94,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.95,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-16,23.96,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-17,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-17,23.98,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-17,23.99,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Cotonou,Benin,6.3667,2.3833,2025-01-17,23.97,moderate,Humidité modérée,"Surveiller, irrigation possible",23.87,24.09,23.83,24.58
